INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000001', 'BOK0000001', '2020-05-05', 0, NULL, 'LATE RETURNED', 'FIN0000001');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000063', 'BOK0000009', '2024-04-16', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000064', 'BOK0000009', '2024-04-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000064', 'BOK0000010', '2024-04-23', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000064', 'BOK0000011', '2024-04-11', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000065', 'BOK0000010', '2024-04-23', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000065', 'BOK0000011', '2024-04-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000065', 'BOK0000012', '2024-04-27', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000065', 'BOK0000013', '2024-04-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000067', 'BOK0000002', '2024-05-28', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000067', 'BOK0000003', '2024-05-31', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000067', 'BOK0000004', '2024-06-09', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000067', 'BOK0000005', '2024-06-09', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000067', 'BOK0000006', '2024-06-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000068', 'BOK0000003', '2024-06-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000068', 'BOK0000004', '2024-06-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000068', 'BOK0000005', '2024-06-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000068', 'BOK0000006', '2024-06-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000068', 'BOK0000007', '2024-06-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000069', 'BOK0000005', '2024-06-27', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000069', 'BOK0000006', '2024-07-03', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000069', 'BOK0000007', '2024-06-27', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000069', 'BOK0000008', '2024-07-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000069', 'BOK0000009', '2024-06-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000072', 'BOK0000006', '2024-07-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000072', 'BOK0000007', '2024-07-17', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000072', 'BOK0000008', '2024-07-17', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000072', 'BOK0000009', '2024-07-09', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000072', 'BOK0000010', '2024-07-18', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000074', 'BOK0000009', '2024-07-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000074', 'BOK0000010', '2024-07-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000074', 'BOK0000011', '2024-07-12', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000074', 'BOK0000012', '2024-07-16', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000075', 'BOK0000010', '2024-07-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000075', 'BOK0000011', '2024-07-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000075', 'BOK0000012', '2024-07-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000077', 'BOK0000012', '2024-07-30', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000077', 'BOK0000013', '2024-08-04', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000077', 'BOK0000014', '2024-08-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000078', 'BOK0000013', '2024-08-06', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000078', 'BOK0000014', '2024-08-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000078', 'BOK0000015', '2024-08-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000079', 'BOK0000017', '2024-08-28', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000079', 'BOK0000018', '2024-08-29', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000079', 'BOK0000019', '2024-09-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000082', 'BOK0000001', '2024-10-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000082', 'BOK0000002', '2024-10-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000082', 'BOK0000020', '2024-10-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000084', 'BOK0000003', '2024-12-03', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000084', 'BOK0000004', '2024-11-28', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000084', 'BOK0000005', '2024-12-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000086', 'BOK0000005', '2025-01-09', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000086', 'BOK0000006', '2025-01-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000086', 'BOK0000007', '2025-01-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000087', 'BOK0000006', '2025-01-29', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000087', 'BOK0000007', '2025-01-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000087', 'BOK0000008', '2025-01-20', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000087', 'BOK0000009', '2025-01-19', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000087', 'BOK0000010', '2025-01-29', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000088', 'BOK0000009', '2025-01-31', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000088', 'BOK0000010', '2025-01-30', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000088', 'BOK0000011', '2025-02-01', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000089', 'BOK0000010', '2025-02-10', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000089', 'BOK0000011', '2025-02-04', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000089', 'BOK0000012', '2025-01-29', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000089', 'BOK0000013', '2025-02-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000089', 'BOK0000014', '2025-02-11', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000094', 'BOK0000014', '2025-03-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000094', 'BOK0000015', '2025-02-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000094', 'BOK0000016', '2025-02-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000095', 'BOK0000015', '2025-03-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000095', 'BOK0000016', '2025-02-26', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000095', 'BOK0000017', '2025-02-26', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000095', 'BOK0000018', '2025-03-01', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000097', 'BOK0000001', '2025-03-21', 2, '2025-04-19', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000097', 'BOK0000002', '2025-03-12', 2, '2025-04-19', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000097', 'BOK0000018', '2025-03-22', 2, '2025-04-19', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000097', 'BOK0000019', '2025-03-21', 2, '2025-04-19', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000097', 'BOK0000020', '2025-03-12', 2, '2025-04-19', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000098', 'BOK0000017', '2025-03-11', 1, '2025-04-06', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000098', 'BOK0000018', '2025-03-18', 1, '2025-04-06', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000098', 'BOK0000019', '2025-03-23', 1, '2025-04-06', 'EXTENDED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000005', 'BOK0000014', '2021-04-27', 0, NULL, 'LATE RETURNED', 'FIN0000052');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000005', 'BOK0000012', '2021-04-27', 0, NULL, 'LATE RETURNED', 'FIN0000053');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000010', 'BOK0000001', '2021-09-18', 0, NULL, 'LATE RETURNED', 'FIN0000054');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000010', 'BOK0000002', '2021-09-16', 0, NULL, 'LATE RETURNED', 'FIN0000055');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000012', 'BOK0000011', '2022-01-22', 0, NULL, 'LATE RETURNED', 'FIN0000056');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000012', 'BOK0000002', '2022-01-23', 0, NULL, 'LATE RETURNED', 'FIN0000057');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000020', 'BOK0000005', '2022-06-07', 0, NULL, 'LATE RETURNED', 'FIN0000058');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000020', 'BOK0000014', '2022-06-06', 0, NULL, 'LATE RETURNED', 'FIN0000059');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000020', 'BOK0000017', '2022-06-09', 0, NULL, 'LATE RETURNED', 'FIN0000060');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000020', 'BOK0000011', '2022-06-10', 0, NULL, 'LATE RETURNED', 'FIN0000061');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000021', 'BOK0000004', '2022-06-12', 0, NULL, 'LATE RETURNED', 'FIN0000062');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000021', 'BOK0000011', '2022-06-16', 0, NULL, 'LATE RETURNED', 'FIN0000063');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000025', 'BOK0000010', '2022-07-08', 0, NULL, 'LATE RETURNED', 'FIN0000064');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000025', 'BOK0000019', '2022-07-08', 0, NULL, 'LATE RETURNED', 'FIN0000065');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000027', 'BOK0000010', '2022-10-11', 0, NULL, 'LATE RETURNED', 'FIN0000066');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000027', 'BOK0000019', '2022-10-15', 0, NULL, 'LATE RETURNED', 'FIN0000067');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000027', 'BOK0000008', '2022-10-15', 0, NULL, 'LATE RETURNED', 'FIN0000068');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000027', 'BOK0000006', '2022-10-08', 0, NULL, 'LATE RETURNED', 'FIN0000069');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000027', 'BOK0000007', '2022-10-07', 0, NULL, 'LATE RETURNED', 'FIN0000070');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000029', 'BOK0000013', '2022-10-27', 0, NULL, 'LATE RETURNED', 'FIN0000071');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000029', 'BOK0000003', '2022-10-26', 0, NULL, 'LATE RETURNED', 'FIN0000072');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000029', 'BOK0000001', '2022-10-26', 0, NULL, 'LATE RETURNED', 'FIN0000073');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000029', 'BOK0000007', '2022-11-01', 0, NULL, 'LATE RETURNED', 'FIN0000074');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000029', 'BOK0000006', '2022-10-25', 0, NULL, 'LATE RETURNED', 'FIN0000075');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000031', 'BOK0000004', '2023-01-17', 0, NULL, 'LATE RETURNED', 'FIN0000076');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000038', 'BOK0000007', '2023-06-06', 0, NULL, 'LATE RETURNED', 'FIN0000077');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000038', 'BOK0000001', '2023-06-10', 0, NULL, 'LATE RETURNED', 'FIN0000078');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000039', 'BOK0000009', '2023-06-19', 0, NULL, 'LATE RETURNED', 'FIN0000079');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000039', 'BOK0000005', '2023-06-20', 0, NULL, 'LATE RETURNED', 'FIN0000080');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000040', 'BOK0000002', '2023-07-05', 0, NULL, 'LATE RETURNED', 'FIN0000081');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000040', 'BOK0000005', '2023-06-30', 0, NULL, 'LATE RETURNED', 'FIN0000082');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000049', 'BOK0000007', '2023-09-30', 0, NULL, 'LATE RETURNED', 'FIN0000083');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000050', 'BOK0000010', '2023-10-17', 0, NULL, 'LATE RETURNED', 'FIN0000084');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000052', 'BOK0000018', '2023-11-12', 0, NULL, 'LATE RETURNED', 'FIN0000085');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000053', 'BOK0000016', '2023-11-19', 0, NULL, 'LATE RETURNED', 'FIN0000086');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000054', 'BOK0000006', '2023-11-21', 0, NULL, 'LATE RETURNED', 'FIN0000087');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000058', 'BOK0000017', '2024-03-02', 0, NULL, 'LATE RETURNED', 'FIN0000088');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000059', 'BOK0000012', '2024-03-11', 0, NULL, 'LATE RETURNED', 'FIN0000089');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000060', 'BOK0000013', '2024-04-13', 0, NULL, 'LATE RETURNED', 'FIN0000090');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000061', 'BOK0000017', '2024-04-10', 0, NULL, 'SCRATCH', 'FIN0000091');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000062', 'BOK0000011', '2024-04-15', 0, NULL, 'SCRATCH', 'FIN0000092');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000066', 'BOK0000015', '2024-05-28', 0, NULL, 'SCRATCH', 'FIN0000093');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000070', 'BOK0000001', '2024-07-10', 0, NULL, 'SCRATCH', 'FIN0000094');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000071', 'BOK0000013', '2024-07-12', 0, NULL, 'SCRATCH', 'FIN0000095');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000073', 'BOK0000007', '2024-07-20', 0, NULL, 'SCRATCH', 'FIN0000096');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000073', 'BOK0000003', '2024-07-20', 0, NULL, 'SCRATCH', 'FIN0000097');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000073', 'BOK0000001', '2024-07-20', 0, NULL, 'SCRATCH', 'FIN0000098');
